"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-C.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-B.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BI.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CS.raw.dia"
"Tb927.7.6640:mRNA-p1"	17504098.1367226	17142244.1338285	17985741.7175602	17955159.8825088	17375256.5728154	17527379.2085996	17158590.1041521	4611666.33401158	4677671.02581947	4457862.03850516	1078914.46917868	1303155.16657547	1202328.52062648	970377.284464948	17856148.2705945	17760252.9000495	17443851.2360334	18091920.6727801	4911349.84201829	4531564.26823414	4562079.61531812	4223614.00177002	4907810.83139884	4772046.50926502	18306615.3759206	1081878.98953922	1147678.99049333	876584.077649033	715838.552082427	NA	NA	NA	594719.038622861
"Tb927.10.3210:mRNA-p1"	9804424.06885247	8083280.43971956	9582839.70144486	4763234.93827792	4302365.33696187	4441560.68679406	5791891.03917768	115223858.121569	122829141.370472	138627343.039217	118299445.788631	112954522.767643	109956835.053017	103591396.628953	16498493.9062907	16245302.3058532	16639942.5707094	6553855.71083521	127452896.042752	120951832.78794	124368159.998455	127436088.477535	133747708.454328	139558093.749982	6262447.8394977	113771853.151466	103929025.711437	124415354.421619	137480470.135035	124660879.034237	116970245.321458	118844340.412274	130009112.85247
"Tb927.4.1480:mRNA-p1"	1035358.98466447	1062765.3793621	988225.31165588	913791.862750705	933616.196305961	895795.592529104	1222320.9958445	3418961.78309233	3421061.31626465	2915587.44945617	3580417.46774956	3185400.16674492	2825294.71941397	2458400.47827336	1197796.67102458	1153124.85247963	1114263.23457985	1139883.79175335	3151556.47798681	3337522.77029513	3178865.01023293	3352785.48055339	2902944.53009839	3058712.76830438	1127971.9728828	3025157.39584773	2619870.50975358	2547236.55060938	2727353.49316435	2709097.67988734	2764132.61997011	2876685.35332027	2850757.3826889
"Tb927.5.2310:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	3902459.96282518	3858463.16700602	2654965.36651199	3891854.92862646	3735901.91522634	2671053.61333113	2396316.30545873	NA	NA	NA	NA	3402451.63569605	3947734.37728202	3492936.04373595	3653154.0951866	2539892.60370402	2439427.18833322	NA	3168018.17464677	2256850.48274347	3531619.56227255	3385630.41035737	2265076.15084995	2653096.62756366	2492721.13213757	3386753.93024476
"Tb927.7.6090:mRNA-p1"	33510624.3639582	31842245.8263205	31783878.2123354	34794053.4681019	34192153.2184951	32244738.9341537	15248895.9611502	96105063.6203962	92133224.2882516	100090492.10601	69599059.2599892	68707396.3326906	74375666.0070583	75424498.9690974	15588667.7834723	16952278.4201707	18049729.2618522	14527379.9576085	96809641.6851761	95884843.5219552	90557395.5001209	92390651.8567569	100221148.355404	98389738.4926507	16145015.0021912	69218043.4772545	67748237.7921699	72199331.3251401	68006696.4058896	82160671.270187	80715424.6716078	82281455.3623198	67899233.2233034
"Tb927.10.4780:mRNA-p1"	1936006.50804845	1885701.8862236	2278709.59526129	1573089.06169115	1575440.52908756	1680340.2606502	1812162.42394223	11725896.9631968	11549260.8742475	12329283.6654874	14386051.5713211	14917511.2496032	13674199.4763078	11658404.1238438	2758886.23194038	2653993.8978324	2731371.50937465	1902710.88643951	11183756.9134601	11686513.7239607	11833291.930534	11930110.7402046	13288094.9530666	12871985.9619183	1632004.45166679	13408274.1826008	13498651.4236068	12655289.7095678	13125247.1563076	12067452.2138037	12214960.8150827	11754708.5001518	13051244.5054748
"Tb927.11.11870:mRNA-p1"	277656.999998604	268437.457348723	253901.999998723	195761.999999015	NA	NA	NA	1379505.36432268	1447052.61124766	1621023.37536737	1344670.10382819	1378540.89990147	1686996.91630635	1830405.7999906	NA	236702.99999881	203494.999998978	169634.999999147	1434091.43966537	1463184.66945319	1493363.24653481	1446911.0812301	1836518.2999192	1441471.26150789	217840.999998905	1338764.96504659	1720338.00749872	1106328.1849951	1108178.80796676	1321239.89905117	1300302.05084652	1283484.4466718	1201083.25783659
"Tb927.11.2330:mRNA-p1"	894359.663154256	638530.552880869	877451.413016428	1133023.22166144	728416.228142408	895296.408053137	914216.212212523	6152865.60438154	6028161.1313154	6014581.32794253	5587929.66076146	5596465.32235528	5765086.15777328	5297605.41781398	867927.655555437	815602.470356689	848304.735400073	719143.477984418	5649432.26935739	5850113.90175738	5764936.74545159	6119321.45165535	6377073.97456746	6543256.36437694	720467.173633702	5235004.57246921	5132479.09149902	5312593.75759677	5627108.05532009	5855902.02877717	6238549.77191808	6277399.18332262	5860233.19305473
"Tb927.4.2880:mRNA-p1"	19942437.2346352	18822378.0344052	18796905.733228	17977620.2778122	17156370.092978	17141576.984119	18390548.1253839	14118824.7683536	13607099.4878499	13161491.9673797	4492802.03868265	4341476.49459003	4080556.74623937	3075263.91724723	21538602.6426474	22427286.7822221	22454473.6594812	19721600.5850002	14151193.3175645	13989956.02988	13279490.8587834	14001089.6019539	12433527.5296213	12800258.149988	19281796.6368685	3731818.90259575	3387890.58358185	4064347.24917687	3654533.80457794	3399491.9927799	3203409.36516599	3354961.7849684	3517400.58535966
"Tb927.7.2500:mRNA-p1"	6692488.58931999	6648753.47052754	6756893.25438518	5934265.49963772	5846264.19151134	6559803.61560528	6713937.69626283	35465611.7605631	36287298.0901519	36619824.808544	38640693.9224472	37588169.2354561	38206772.0121335	39706105.4147163	7632507.2881926	7794223.67378943	8248886.07223934	7385860.23298342	34939226.7963234	35207218.5945734	36704326.0260041	35344435.7839316	37545985.4851822	36878135.8854561	7212681.75241392	39803658.8439415	36744695.3567378	34385745.7332407	33070325.2691101	36210367.5910245	36911306.9608283	37762498.0440264	35821429.0406677
"Tb927.7.580:mRNA-p1"	854343.228414467	1286535.01621511	757051.634046681	924282.877174844	732970.498659549	367175.982261669	1072861.95938084	4996187.68990085	4825471.68492723	5086275.35423565	5811814.7687184	5052590.61810084	5783277.69090624	4395792.24612413	1182886.43020465	1348787.09961564	1475811.65900024	1195889.49655316	4793495.10090659	4879024.55072023	4864347.63732384	4680417.59918755	5122807.85524745	4940794.16493269	1194830.1458718	4947152.55736865	4619175.7056278	4701259.1406163	4416890.10192078	5430971.9544921	5814086.29709967	5707661.127291	4536537.60641299
"Tb927.11.16150:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	3481919.51351822	3535859.05256453	3388703.61665855	3932318.08048638	6388616.10132051	5198012.22948373	9083279.70438763	NA	NA	NA	NA	2397124.14477452	3283631.27781103	2893658.9306377	2929027.72561583	5152921.6587527	5808464.51987868	NA	7894237.26403623	7192043.11007655	4528666.49430284	5490662.25036679	7869104.06418083	7606734.11286508	6500717.48310805	4490392.41400074
"Tb927.7.930:mRNA-p1"	725614.961924517	827739.579510128	564106.839151111	530476.028413418	590373.483142724	567299.908814396	615332.85565981	4082375.33465897	3692784.69597236	3981674.01203605	3700989.06421448	3718732.57391012	3574452.60397135	3502060.79876299	614760.200963467	780789.0911183	802747.878185215	568892.113525208	3999862.22865625	3954378.71879832	3949919.03135172	4246669.03288472	3902931.77341766	3995657.91875819	574228.68822042	3686700.22554552	3470109.29605628	4678050.89972056	4497171.14025611	3872316.76006954	4289465.65706472	4726883.83004552	4503657.22075491
"Tb927.9.7520:mRNA-p1"	2917615.59119768	2222736.96312125	2435438.55861174	2726867.88404584	2598384.33314051	2709803.71891994	2401297.55191231	76878696.0177457	80202635.1039035	77688093.5613418	132520745.155678	137532423.395648	150324242.190581	181109721.776954	2189869.49124444	1868130.43619263	3127123.94376815	3004348.05899398	66993612.5519918	71282022.7890105	82163619.107865	79631221.3999605	94394229.7492577	92609094.1437825	2557734.8107977	150642549.422446	164414964.118458	124122191.33642	131561874.715784	142968995.105108	131512343.245734	123898380.038859	133559735.770295
"Tb927.6.4320:mRNA-p1"	7874888.66276408	7574962.00368106	8553775.64293025	6346865.72123265	5500157.79242175	6449102.8845714	3369325.9045445	41528012.0820042	42228244.9865159	44390435.4893603	41131339.7359506	40365014.4111958	41333958.5714547	37541340.0139113	8000587.31217026	7947732.84649949	7669678.21629877	3493042.80935406	42449622.144443	41871393.05481	44630015.9513447	42248217.4186155	41413242.0369905	39375399.3798353	3315554.54660244	36273529.1982668	37865431.7516533	46908828.6176704	44797206.4634	41174024.7862042	39833441.0009242	42453691.5152956	43768997.7675401
"Tb927.11.15420:mRNA-p1"	11803733.9973409	10087858.9162035	9939986.1930606	10801073.9020266	11066007.7189288	9871279.60950257	3758481.84697134	30848354.706275	27824490.7096764	36139106.2884182	26853096.132779	28224136.7570624	31318529.4824602	32830531.8299602	4532798.21881232	5540517.27072006	5295629.16956343	3423885.14439895	33887500.8231422	31697852.2891601	28940572.4748881	31896078.3576195	36163592.2448531	28955257.1182666	3358213.4620699	27032775.4405026	33965601.7418083	38484856.9173163	32503938.2097372	37487363.0265607	34602658.911465	35769700.2308113	31678788.013157
"Tb927.11.10060:mRNA-p1"	NA	NA	NA	NA	NA	3048619.06854319	NA	26784948.5368166	28647989.6691	28620249.7950677	27711987.0806478	28447424.3725844	30842648.2943993	31915133.9626134	1194941.19893729	2493546.81101112	2957136.01012281	1263194.17837775	27153967.0186609	28572353.0424755	27919301.0394743	25989589.5022387	28464739.8931518	29848968.3347646	NA	31328288.2943345	30274660.0934497	25332037.0529925	27528511.8264671	33696076.5265696	28840898.8333354	27185582.844042	26779037.7886783
"Tb927.1.720:mRNA-p1"	3348540.16736852	3286974.87569353	3678859.50835071	3170695.40902485	2585944.33439636	3194746.4405581	2680167.0055635	13316189.1223746	14149802.5628682	14303483.1618313	11497034.5643719	12327647.268927	12143130.6073908	14707586.172829	4375284.43253979	4551677.59000787	4710003.36912686	2841638.45207563	13147350.4988524	13190576.1940313	14557697.1694706	14294453.1919558	13685863.5693165	13604096.1972487	2683028.84111604	13340895.3220009	13283564.3665442	14737574.6584061	15676200.4010171	15201733.8381636	14814305.8275364	15321119.0177179	15013770.2269988
"Tb927.11.5570:mRNA-p1"	1360818.25282342	1297801.89427706	1403734.41788508	1839267.67245506	1579180.98191858	1652593.01368032	1658043.00814816	2759517.54812583	2704916.79337115	2757441.35178943	2489537.99165072	2365432.03403508	1956725.44954817	2075926.11518415	1235863.6214052	1110919.99736813	1322573.2799511	1480992.14266712	2873478.939487	2834818.3840408	2630850.1373742	2669452.20791541	2456887.37847895	2594825.61288702	1864947.73366696	2335671.05045934	1937179.21488551	2108172.8684122	2030285.01996611	1579458.22261513	1768016.23031779	1915768.82563816	2093882.72532998
"Tb927.4.1900:mRNA-p1"	1453617.37763712	1469571.97698692	1371210.59988546	1794844.65113903	1705026.24756759	2266694.21497831	2377164.38792816	3877106.95216884	2704817.03006156	3513964.75740046	2346761.18305925	2589798.62640573	2517568.20499861	2020337.30225208	1456314.11979921	1746829.50241302	1670934.7100892	3013356.74132967	3518855.6634467	3123721.98133391	3422937.56037689	3329643.04193772	3481363.60698421	4217453.54869266	3321925.96111179	2044811.79985376	2372294.27043343	2299766.84225316	2674383.41993279	1963801.96296115	2713814.27429172	2695700.86366336	2193017.48610118
"Tb927.9.8990:mRNA-p1"	88027138.3049879	88026162.3728803	95387947.7372506	97820543.7410752	96267323.41359	94026884.9624474	100175321.836379	27706323.5699883	27642275.4612952	32030972.0976463	13224489.0707006	14272936.3702273	12588714.7209422	13575393.5364315	87199050.2586382	86942490.0132994	91402528.5490921	97189742.6696632	30414959.6396799	27851427.3074051	26327316.0364008	27517427.2890178	35432118.9189283	34034983.9759471	91490782.1563112	14410261.3077627	12292077.4854089	13691065.9002239	14467592.4232352	13890079.1949511	13794286.1061915	14063875.6168436	14695275.3474173
"Tb927.10.1060:mRNA-p1"	4040029.13138394	3309931.70903751	3309977.18594156	3498746.09288892	3603984.49777803	3935894.67242089	3949779.15262496	129312613.346321	123103231.770612	125320863.97359	110784539.877525	113308512.590781	126120030.734273	132672963.104906	4061042.65351473	3393708.85406087	4684238.40193101	5023904.27983191	127940669.8352	124648603.548186	123485913.808547	128301086.205158	133785017.97629	124658548.872074	4635216.17767951	110257605.145072	126168353.699737	112744937.585515	118714558.530399	128711350.634774	131242477.515805	130001023.19364	114268797.248256
"Tb927.10.12840:mRNA-p1"	18453046.8623079	17490349.4596237	18121580.0301517	17645857.9928661	13817740.8041628	15037665.2704235	19189612.2858768	65211971.461626	68782556.8723338	76077280.0708903	56636541.0098417	63065419.7446081	63111510.5707271	75939600.4378187	23117705.0071556	24954641.2999009	25149786.4393758	16846008.1439675	66794691.3283096	62802763.7417574	66438747.0928719	69735168.0493482	76032703.6640712	73425072.4214628	16454609.304158	65857352.2347922	74578190.5725615	68443954.4554565	73234082.2225133	73772973.276118	66417286.3488927	67925021.7967495	65319113.18859
"Tb927.11.6710:mRNA-p1"	13059042.4496686	12532293.003176	13090615.322564	12854032.1940878	13637970.9621878	12340100.20819	13391009.5323655	7876706.28506574	7807873.60554252	8369990.01420114	2044389.09711199	2349129.77892454	2611685.52410488	2710944.35269241	13153300.1051694	13842516.009713	13450576.5394814	13458890.4632386	8285610.39735782	7849771.14846052	7580870.35165706	8039088.28169643	8608335.9282815	7710377.17811019	12711981.9149578	2517184.34902279	2868836.84950331	1624410.51863738	1448636.67844999	1869270.95174625	2135995.66891107	2030381.77017077	1417789.91896922
"Tb927.11.5190:mRNA-p1"	9660747.28459717	9400406.30950925	9662192.10290495	11529471.8301362	11027006.7194088	11012735.5190864	12756367.4577571	9611727.06563466	9618328.5221296	9755597.48862916	5278327.28396781	5024765.84332393	5141244.77730333	4812900.72169233	10066647.7144277	9842952.21234301	10495322.5163416	12615154.3083453	9639209.08988818	9802434.81723325	9306203.41673893	9422931.30198561	9974332.97642587	9957651.62146002	13198038.2463527	5019151.37875711	4525958.59865371	3554916.52044346	3778236.1435524	3909138.57671291	4210066.54030794	4246632.28091937	3614943.29722315
"Tb927.10.15080:mRNA-p1"	22744262.3630734	22983550.7475781	22408831.5652983	25586976.3638973	25825716.6951818	26579028.5187184	21131720.823418	12899772.0243471	12240113.5419063	12370115.5578865	NA	NA	NA	NA	19655359.087657	17900384.7523234	18466317.7503221	22027956.4307574	12122406.9389193	12488183.2546667	11585471.2996419	12001078.2016569	11883992.0985987	11254376.4117298	22548312.8068877	NA	NA	NA	NA	NA	NA	NA	NA
"Tb927.3.2900:mRNA-p1"	33257606.084637	32494054.0392505	32039618.6934245	37439148.0798992	35365133.9884329	34372537.9717294	25160735.0479325	102897921.619746	101455433.99434	105495737.031918	84146294.6916917	82523080.1576763	93809937.0523841	91095790.0679194	20139651.4744522	19237111.5228788	20036342.6256529	24325035.2430382	103290054.260109	102358147.776855	102903677.760609	101446784.438513	109332333.809182	110069010.94095	25096007.4818467	80709403.7226636	92821506.8374685	80640777.3196304	76952838.3565005	89411499.6531443	87939572.6119785	91676749.5661673	79300300.1181276
"Tb927.1.240:pseudogenic_transcript-p1"	4243786.93534417	4588931.2715344	3703292.82095963	4130554.49259469	3604747.87047345	3720075.10292358	3641310.70672529	3918455.21823772	3736875.50518987	3668793.17468612	3377802.84576792	2945961.78483565	2513805.98908056	2432219.22530649	4397175.54809356	4790996.96894333	4725292.78784187	2688584.5097931	4114715.51218817	3926723.76827967	4557870.03260439	4128397.89655098	3531158.93109606	3895309.43451359	2925204.69280193	2609834.11998946	1820636.19150087	2467539.72785638	2833292.118808	2655890.64617695	2633177.27445154	2495643.12847691	2682869.07246953
"Tb927.10.8000:mRNA-p1"	26193069.2980736	27281827.9238879	26135731.8305315	25121019.245946	25862486.1388539	25720302.1335646	25276346.8908798	13471728.9518777	13305615.4893958	13474439.8984436	3185264.76068234	3347391.33869757	4001270.47528953	3631427.37339204	27823639.8830416	28419107.6638853	28190782.9794888	26115409.7881951	13447856.6964427	13430092.401864	13554635.1858433	13168211.6500845	12905568.5743317	13303696.2395312	26564357.3925325	3072011.19517761	3127588.32094663	2049304.27358325	1893747.32849496	2069686.4771631	2473555.22903805	2565015.59687499	1915561.53665598
"Tb927.5.1690:mRNA-p1"	28257186.7419693	27107233.0659376	28198231.8271835	25911737.9645711	26817689.9340323	26854638.0589208	24810164.4571162	9483999.24794017	8990784.27007101	10396350.7732016	3068484.95607403	2961544.47965136	2202427.46237857	2433407.17403283	24657410.464587	24843358.1298086	26968091.7431405	26556698.4925343	10790366.4194189	9676990.28131785	10606922.8216878	9484656.48625928	9869569.92770072	11321385.6100073	26670286.3481367	3039407.22569729	2243548.8273829	2176022.45564962	2034550.15019871	1805703.42333268	2276709.79531283	1671885.32168847	1991897.41522976
"Tb927.9.9450:mRNA-p1"	12502058.0498998	11293865.676032	12291871.5923122	12764807.4303284	12790008.9218368	11972842.104292	13179658.196031	6941511.15540341	8170790.12260073	6621022.67354158	6089716.98121975	6493947.11254859	6892880.56624315	6419152.28668324	10743911.4070902	11207302.653474	11018739.1741041	12952508.0471027	6735728.57363174	7209913.08591401	8731677.53322884	7138832.85696082	8772886.29402327	7624726.0988621	12899344.7225361	6237562.24093416	6530434.41619197	7660554.87138077	7226431.40944848	6802317.404836	7703931.34638836	8497483.74851863	6443383.73609205
"Tb927.7.1360:mRNA-p1"	2858406.4078953	2904323.2528103	3017894.71757434	3207563.95437311	3621810.33996658	3414701.8408099	2785593.1422943	10364601.8804288	9451760.13176119	9960077.73783172	8135956.63778374	9468795.75916364	11235888.0574303	13510367.3831148	1620756.57922501	1437550.18123059	1251378.39615382	2912501.30793711	9360948.1969518	9912364.56136426	10032108.8852488	8165100.84538717	11647017.6291372	10614125.7447305	3195232.20704623	10162545.2345057	11853753.3736313	7958894.08775627	7334345.07247929	10659454.4010874	10102248.4066853	9832422.32240629	6941765.28536789
"Tb927.4.2890:mRNA-p1"	2742869.39983912	2693411.45588195	2926574.22148112	2363218.75293011	2283724.46906624	2374157.33462961	2905212.26932848	8483998.34381849	8315399.50303219	8236173.21438611	7198957.46697658	6751176.96065845	6533551.0096646	6250196.58726918	3025859.99017495	3096263.58181927	2937388.02435407	2899450.98901878	8529379.06166954	8614277.92361688	8231567.23119228	8357693.89294325	7549154.22197552	7769270.8191758	3333667.95081619	6596013.00025602	5953417.64568655	6875444.4883381	6169214.32740128	5772036.55994083	5906664.66964433	6475597.71164003	6885552.9686269
"Tb927.10.2670:mRNA-p1"	7176209.60205309	7259761.25509867	7496885.35248408	7273036.00152001	6875454.59087478	6529217.63305371	6920529.62047171	2303441.99156689	2181125.82621075	3465022.4491484	699467.206354393	834997.15219878	1343176.35280744	1401282.848163	6731785.65005476	6370466.21923539	7048124.41952064	7387489.69178431	2637064.84972112	2722285.95516403	2286197.9969342	2048287.50518286	4302390.68361445	4813855.40117918	7044576.32404358	753244.850525838	1165977.47288269	875488.736325488	811584.854299356	1148058.76168368	1127604.68615457	1020619.41544998	857500.454174837
"Tb927.11.11300:mRNA-p1"	5323163.83713089	5477662.16384043	5490511.54449107	5500124.61979133	5445673.83057715	5843263.38328839	4150190.57276588	2055373.04390061	2141346.92005541	2565143.21553199	2031330.68880194	1989998.88378512	1417647.69780806	2614319.37361046	3487057.85850989	2951458.20439094	3190064.33597761	3864197.26555774	2198928.45424971	2600280.31610815	2296352.9238268	2445587.88875908	2276459.5302918	1960276.27651618	3657259.58400157	1915869.789062	2661083.11478878	1016729.9061668	772838.708076788	1164699.1903777	1570573.32310979	1218249.21449286	956646.497699021
